date,sheet,items
2015-04-02,2015,逆袭之星途闪耀
2015-04-03,2015,逆袭之星途闪耀
2015-04-07,2015,GTA5
2015-04-08,2015,植物大战僵尸花园战争 | 南瓜先生大冒险
2015-04-09,2015,湖边小屋Lakeview Cabin Collection | 穿越之姻缘劫
2015-04-10,2015,大金刚 | 潜伏之赤途
2015-04-13,2015,潜伏之赤途 | 逆袭之星途闪耀
2015-04-14,2015,潜伏之赤途 | 驾驶俱乐部 driveclub
2015-04-15,2015,潜伏之赤途
2015-04-16,2015,驾驶俱乐部
2015-04-17,2015,the tell-tale heart | 橙光游戏：丧心病狂的微博战争
2015-04-20,2015,小游戏大合集： | mashing through the motions | kill the Plumber | nekra psaria 3 | Doris and the Dragon：ep1 | rhythm doctor | firepoint
2015-04-22,2015,GTA | 传颂之物
2015-04-23,2015,传送门1 | 传颂之物
2015-04-24,2015,传送门1 | 重生之千金归来
2015-04-27,2015,FEZ | 使命召唤 | 重生之千金归来
2015-04-29,2015,FEZ
2015-05-12,2015,雷曼传奇 | H1Z1
2015-05-18,2015,传送门2 Portal2 | 逆袭之星途闪耀
2015-05-19,2015,传送门2 Portal2
2015-05-20,2015,传送门2 Portal2 | 着火点firepoint
2015-05-21,2015,着火点firepoint | 如龙 | insidemyradio
2015-05-22,2015,HEX | agar.io
2015-05-25,2015,勇敢的心
2015-05-26,2015,勇敢的心
2015-05-27,2015,ICO
2015-05-28,2015,YY活动
2015-05-29,2015,ICO
2015-06-01,2015,喷射战士
2015-06-02,2015,高考恋爱一百天
2015-06-03,2015,高考恋爱一百天
2015-06-04,2015,三位一体
2015-06-05,2015,cube escape：seasons | mimou escape | samsara room | deep sleep | deeper sleep | the deepest sleep
2015-06-08,2015,潜伏之赤途
2015-06-09,2015,逃离方块：哈维的盒子 | abondoned | icescape | 恋爱物语(one and one story) | 直到你醒来
2015-06-10,2015,涂鸦上帝
2015-06-15,2015,女流的世界之X | 男扮女装进女舍 | 我是女流 | 求婚大作战
2015-06-17,2015,无冬OL
2015-06-18,2015,无冬OL | 橙光游戏：激萌的龙珠 | 橙光游戏：cup 升级大作战
2015-06-19,2015,无声者的救赎
2015-06-24,2015,奇异人生
2015-06-25,2015,蝙蝠侠
2015-06-26,2015,60s
2015-06-29,2015,逃离方块：哈维的盒子 | 乐高 侏罗纪世界 | 初露脸！
2015-06-30,2015,游戏发展国 | 到家 gone home
2015-07-01,2015,直播查房、吃鸡排 | 围攻
2015-07-02,2015,MC | 围攻
2015-07-03,2015,MC | 围攻
2015-07-04,2015,MC | 围攻
2015-07-05,2015,知心66
2015-07-06,2015,MC | 围攻
2015-07-08,2015,围攻
2015-07-09,2015,MC | 围攻
2015-07-10,2015,MC | 坎巴拉太空计划
2015-07-11,2015,MC
2015-07-12,2015,66有约
2015-07-13,2015,MC
2015-07-14,2015,MC
2015-07-15,2015,MC | 涂鸦冒险者
2015-07-16,2015,吃饭 答疑
2015-07-17,2015,MC
2015-07-18,2015,MC
2015-07-19,2015,66有约
2015-07-21,2015,MC
2015-07-22,2015,MC | 风之旅人
2015-07-23,2015,MC
2015-07-24,2015,MC
2015-07-26,2015,66有约
2015-07-27,2015,MC
2015-07-28,2015,MC建筑大赛
2015-08-03,2015,MC躲猫猫
2015-08-04,2015,MC建筑大赛
2015-08-05,2015,MC服务器参观-西凉国挖角
2015-08-09,2015,66有约
2015-08-10,2015,MC暮色森林 | 逃离方块：锈色湖畔
2015-08-11,2015,奇异人生
2015-08-12,2015,poly bridge
2015-08-14,2015,CSOL | MC暮色森林
2015-08-16,2015,心灵砒霜
2015-08-17,2015,i wanna be the felios
2015-08-18,2015,MC
2015-08-19,2015,MC | 无尽梦魇
2015-08-20,2015,MC建筑大赛 | 风之旅人
2015-08-21,2015,poly bridge
2015-08-27,2015,poly bridge | 御天降魔传
2015-08-28,2015,MC | 寂静岭PT
2015-08-31,2015,坎巴拉计划 | franbow
2015-09-01,2015,MC | 坎巴拉太空计划
2015-09-02,2015,franbow
2015-09-03,2015,MC | kill the plumber2 | Gas Pumping Simulator | 我为什么死了：重生
2015-09-04,2015,MC建筑大赛
2015-09-09,2015,"心灵砒霜 | 逃离方块：锈色湖畔 | 本座倒要看看你能活几天 | 我的老师是只""熊"""
2015-09-10,2015,心灵砒霜 | 中世纪工程师
2015-09-11,2015,折纸世界 tear away
2015-09-12,2015,MC
2015-09-13,2015,心灵砒霜
2015-09-14,2015,打包行李
2015-09-15,2015,日本TGS户外直播
2015-09-16,2015,户外直播
2015-09-17,2015,TGS发布会
2015-09-20,2015,聊天
2015-09-21,2015,公园
2015-09-27,2015,MC | 心灵砒霜
2015-09-28,2015,折纸小邮差
2015-09-29,2015,MC | 漫漫旅途
2015-09-30,2015,paper please
2015-10-01,2015,国庆特辑
2015-10-03,2015,66生日~
2015-10-08,2015,游戏发展国 | 外科手术模拟2013 | 我是面包 面包模拟器  paper please
2015-10-09,2015,MC建筑大赛
2015-10-11,2015,心灵砒霜
2015-10-12,2015,你之恋与真实之恋
2015-10-13,2015,小丑多普西 | 军师很忙 | keep talking and nobody explodes（没人会被炸掉） | mount your friends（基友大合体） | 监狱建筑师
2015-10-14,2015,小丑多普西 | MC剧情模式
2015-10-15,2015,小丑多普西
2015-10-16,2015,小丑多普西 | MC
2015-10-18,2015,心灵砒霜 | paper please
2015-10-19,2015,beyond eyes | A bird story | shower with dad | paper please
2015-10-20,2015,paper please | 贴条
2015-10-21,2015,监狱建筑师
2015-10-22,2015,MC故事会
2015-10-23,2015,传说之下undertale
2015-10-25,2015,心灵砒霜
2015-10-26,2015,传说之下undertale
2015-10-27,2015,传说之下undertale
2015-10-28,2015,传说之下undertale
2015-10-29,2015,奇异人生
2015-10-30,2015,心灵砒霜
2015-11-02,2015,MC剧情模式 | 千万不能看
2015-11-04,2015,poly bridge
2015-11-05,2015,MC室内装修大赛
2015-11-06,2015,不机械城
2015-11-08,2015,心灵砒霜
2015-11-09,2015,md游戏：火箭骑士 | 小象露露 | SOMA | 早上做瑜伽
2015-11-10,2015,小象露露 | 请不要碰任何东西 | 放逐之城
2015-11-11,2015,放逐之城
2015-11-12,2015,放逐之城
2015-11-15,2015,心灵砒霜 | 古墓丽影
2015-11-16,2015,古墓丽影 | 十月歌会
2015-11-17,2015,游史诗工坊 | 古墓丽影
2015-11-18,2015,直播搬家 | 心灵砒霜
2015-11-24,2015,新家首秀 | 古墓丽影
2015-11-25,2015,古墓丽影
2015-11-26,2015,心灵砒霜
2015-11-27,2015,古墓丽影 | banished放逐之城
2015-11-29,2015,海岛大亨
2015-11-30,2015,80后主题餐厅 | 66夜话
2015-12-02,2015,直播新家
2015-12-03,2015,节奏天国 | 文明5
2015-12-04,2015,节奏天国
2015-12-06,2015,心灵砒霜
2015-12-07,2015,节奏天国
2015-12-08,2015,节奏天国
2015-12-09,2015,微博峰会发姐视角
2015-12-10,2015,节奏天国
2015-12-11,2015,故宫游 | 重力异想世界
2015-12-13,2015,心灵砒霜
2015-12-14,2015,路易鬼屋2
2015-12-15,2015,节奏天国
2015-12-16,2015,路易鬼屋2
2015-12-17,2015,太空工程师 | 节奏天国
2015-12-19,2015,心灵砒霜 | 节奏天国
2015-12-21,2015,唠嗑
2015-12-22,2015,牛耳奖（主持） | 锈色湖畔
2015-12-23,2015,路易鬼屋
2015-12-24,2015,斗鱼MC圣诞比赛评分 | 装饰圣诞树
2015-12-25,2015,圣诞聊天
2015-12-28,2015,生病了，随便聊聊
2015-12-29,2015,刷微博 | 节奏天国 | 聊天
2016-01-01,2016,新年砒霜
2016-01-03,2016,黄渤签名照 | 尼德霍格Nidhogg
2016-01-04,2016,"命运交叉的旅店 | 放逐之城 | 请出示证件Paper,please"
2016-01-05,2016,谁是你爸爸Who's your Daddy | 星之契约 | MC直播服
2016-01-06,2016,MC直播服
2016-01-07,2016,围攻Besiege | 浴桶拆封
2016-01-08,2016,逆转裁判：复苏的逆转
2016-01-10,2016,怼黄渤 | 心灵砒霜 | MC参加史诗工坊比赛
2016-01-11,2016,Poly Bridge
2016-01-12,2016,Poly Bridge
2016-01-13,2016,新春日历拍照
2016-01-18,2016,汇报工作
2016-01-19,2016,Poly Bridge
2016-01-20,2016,心灵砒霜
2016-01-22,2016,史莱姆牧场Slime Racher | 安可唱歌
2016-01-24,2016,周年庆 | MC直播服
2016-01-26,2016,Poly Bridge
2016-01-27,2016,节奏天国 | 箱子男孩BoxBoy
2016-01-28,2016,赤途
2016-01-29,2016,赤途
2016-01-31,2016,心灵砒霜
2016-02-01,2016,塞尔达三角力量
2016-02-02,2016,DQ建造者日文
2016-02-14,2016,猴年第一播 | 看西游记聊天
2016-02-17,2016,聊天 | 火影忍者终极风暴4 | 节奏天国
2016-02-18,2016,节奏天国 | 火影忍者终极风暴4
2016-02-19,2016,毛线小精灵Unravel
2016-02-20,2016,街霸V | 生锈小湖新章Birthday
2016-02-21,2016,心灵砒霜 | 节奏天国
2016-02-23,2016,MC水星生存日记 | 看游戏视频 | 节奏天国
2016-02-24,2016,逆袭之星光闪耀 | 光之子录像
2016-02-25,2016,孤岛惊魂 | 闲聊
2016-02-26,2016,逆转裁判录像 | 聊天
2016-02-28,2016,看天线宝宝 | 看天花板 | 看越狱兔 | 画画
2016-02-29,2016,霹雳爷们代播 | 无录像
2016-03-02,2016,逆袭之星光闪耀 | 节奏天国
2016-03-03,2016,新发型首秀 | 传说之下Undertale三周目
2016-03-04,2016,B站MC建筑大赛评选
2016-03-06,2016,心灵砒霜
2016-03-07,2016,传说之下Undertale三周目
2016-03-09,2016,逆袭之星光闪耀 | 星露谷物语Stardew Valley
2016-03-10,2016,星露谷物语Stardew Valley
2016-03-11,2016,星露谷物语Stardew Valley
2016-03-12,2016,星露谷物语Stardew Valley
2016-03-13,2016,心灵砒霜 | 星露谷物语Stardew Valley
2016-03-15,2016,星露谷物语Stardew Valley
2016-03-16,2016,星露谷物语Stardew Valley
2016-03-17,2016,星露谷物语Stardew Valley
2016-03-20,2016,心灵砒霜 | 逆袭之星光闪耀
2016-03-21,2016,几何冲刺 | 星露谷物语Stardew Valley
2016-03-22,2016,几何冲刺 | 星露谷物语Stardew Valley
2016-03-24,2016,几何冲刺 | 星露谷物语Stardew Valley
2016-03-25,2016,跟炸鱼、错觉玩dota | 星露谷物语Stardew Valley
2016-03-27,2016,心灵砒霜 | 索尼活动回顾
2016-03-28,2016,几何冲刺 | 星露谷物语Stardew Valley
2016-03-31,2016,几何冲刺 | 星露谷物语Stardew Valley
2016-04-04,2016,逆转裁判5 | 异星工厂Factorio | 燥热SuperHot
2016-04-05,2016,聊天 | 霓虹院大亨HunieCam Studio | 料理妈妈COOKING MAMA | 逆转裁判5
2016-04-06,2016,逆转裁判5
2016-04-07,2016,逆转裁判5
2016-04-08,2016,逆转裁判5
2016-04-10,2016,心灵砒霜
2016-04-11,2016,传送门2
2016-04-12,2016,瑞奇与叮当 | 生锈小湖新章Theatre
2016-04-13,2016,星露谷物语Stardew Valley
2016-04-14,2016,星露谷物语Stardew Valley | 逆转裁判5
2016-04-15,2016,星露谷物语Stardew Valley
2016-04-17,2016,心灵砒霜
2016-04-18,2016,逆转裁判5
2016-04-19,2016,逆转裁判5
2016-04-20,2016,星露谷物语Stardew Valley
2016-04-22,2016,星露谷物语Stardew Valley
2016-04-24,2016,心灵砒霜
2016-04-25,2016,星露谷物语Stardew Valley
2016-04-26,2016,星露谷物语Stardew Valley
2016-04-27,2016,星露谷物语Stardew Valley
2016-04-29,2016,黑魂3
2016-04-30,2016,心灵砒霜 | 黑魂3
2016-05-02,2016,黑魂3
2016-05-03,2016,黑魂3
2016-05-04,2016,黑魂3
2016-05-05,2016,黑魂3
2016-05-06,2016,黑魂3
2016-05-07,2016,黑魂3
2016-05-08,2016,心灵砒霜
2016-05-09,2016,黑魂3
2016-05-10,2016,DQ建造者
2016-05-11,2016,DQ建造者
2016-05-16,2016,DQ建造者
2016-05-17,2016,DQ建造者
2016-05-19,2016,DQ建造者
2016-05-20,2016,DQ建造者
2016-05-22,2016,心灵砒霜 | 玩胖子1
2016-05-23,2016,DQ建造者
2016-05-24,2016,DQ建造者
2016-05-25,2016,聊天 | 玩胖子2
2016-05-26,2016,DQ建造者 | 玩胖子3
2016-05-27,2016,DQ建造者 | 玩胖子4
2016-05-31,2016,逆袭之星光闪耀 | 玩胖子5
2016-06-01,2016,逆袭之星光闪耀 | 极限脱出 | 玩胖子6
2016-06-02,2016,跟炸鱼刘能联机桌游Tabletop Simulato | Lifeboats怒海求生 | Once Upon A Time | 小小地狱火 | 玩胖子7
2016-06-03,2016,小小地狱火Little Inferno | 玩胖子8
2016-06-04,2016,几何冲刺 | 盐与避难所Salt and Sanctuary | 玩胖子9
2016-06-05,2016,心灵砒霜 | 玩胖子10 | 高考专栏
2016-06-06,2016,几何冲刺 | 守望开包 | 玩胖子11
2016-06-07,2016,Poly Bridge | 玩胖子12
2016-06-08,2016,几何冲刺
2016-06-09,2016,几何冲刺 | 模拟人生 | 下午户外北京漫控潮流博览会
2016-06-10,2016,果壳网
2016-06-13,2016,LA户外
2016-06-14,2016,微软发布会
2016-06-16,2016,E3展台
2016-06-21,2016,LA见闻录
2016-06-24,2016,幽灵诡计Ghost Trick
2016-06-25,2016,幽灵诡计Ghost Trick
2016-06-26,2016,心灵砒霜 | JOJO01
2016-06-27,2016,幽灵诡计Ghost Trick | JOJO02 | 果壳网
2016-06-28,2016,幽灵诡计Ghost Trick | JOJO03
2016-06-29,2016,MC直播服 | JOJO04
2016-06-30,2016,MC直播服 | JOJO05
2016-07-03,2016,心灵砒霜
2016-07-04,2016,逆袭之星光闪耀 | JOJO06 | 第一帝宠
2016-07-05,2016,调试采集卡 | 试玩初音
2016-07-06,2016,初音FT | JOJO07
2016-07-07,2016,初音FT | JOJO08
2016-07-08,2016,MC直播服 | JOJO09
2016-07-09,2016,周六聊天 | JOJO10
2016-07-10,2016,心灵砒霜 | JOJO11
2016-07-11,2016,黎明杀机 | 单车/DC联机 | JOJO12
2016-07-12,2016,MC直播服 | JOJO13
2016-07-21,2016,双子传说 | JOJO14
2016-07-22,2016,传送门骑士Portal Knights | JOJO15
2016-07-23,2016,星界边境Starbound | JOJO16
2016-07-24,2016,心灵砒霜 | JOJO17
2016-07-25,2016,星界边境Starbound
2016-07-26,2016,星界边境Starbound
2016-07-27,2016,上海户外
2016-07-28,2016,香港索尼发布会
2016-07-29,2016,香港ACG
2016-08-04,2016,逆袭之星光闪耀、Replica | JOJO18
2016-08-05,2016,星界边境Starbound
2016-08-07,2016,心灵砒霜 | JOJO19
2016-08-08,2016,DOTA2
2016-08-09,2016,无人深空 No Man's Sky
2016-08-10,2016,逆转裁判6
2016-08-12,2016,逆转裁判6
2016-08-16,2016,逆转裁判6 | JOJO20
2016-08-17,2016,星界边境Starbound | 死难塔Tricky Towers | 守望先锋OW
2016-08-19,2016,挖石油Turmoil
2016-08-22,2016,心灵砒霜 | JOJO21 | 魂斗罗
2016-08-23,2016,魂斗罗 | 雪人兄弟
2016-08-24,2016,百战天虫
2016-08-25,2016,百战天虫
2016-08-26,2016,逆转裁判6
2016-08-28,2016,心灵砒霜 | JOJO22
2016-08-29,2016,逆转裁判6
2016-08-30,2016,沙罗曼蛇 | 逆转裁判6
2016-09-07,2016,聊天
2016-09-11,2016,心灵砒霜 | JOJO23
2016-09-12,2016,逆袭之星光闪耀 | 逆转裁判6 | JOJO24
2016-09-13,2016,逆转裁判6
2016-09-14,2016,逆转裁判6 | 飞翔的魔女01
2016-09-15,2016,MC建筑大赛 | 境界之轮回01
2016-09-16,2016,逆转裁判6 | 我的英雄学院01 | 加油向未来
2016-09-18,2016,心灵砒霜
2016-09-19,2016,百战天虫 | JOJO25
2016-09-21,2016,逆转裁判6
2016-09-22,2016,联通户外 | 逆转裁判6大结局
2016-09-23,2016,地平线草原行
2016-09-24,2016,影之刃2宣传照
2016-09-25,2016,对或错 | 心灵砒霜 | JOJO26
2016-09-26,2016,对或错 | 潮与虎01
2016-09-27,2016,急事下播
2016-09-28,2016,广州行
2016-10-03,2016,生日聊天看视频 | 对或错 | JOJO27 | 东北玩泥巴
2016-10-04,2016,壮壮代播klocki | 姐弟玩overcooked煮糊了 | 潮与虎02
2016-10-05,2016,猫狗大战 | 姐弟玩overcooked煮糊了 | 境界之轮回02
2016-10-06,2016,给弟弟化妆 | 姐弟overcooked煮糊了大结局 | 我的英雄学院02
2016-10-07,2016,维尼噗01 | 姐弟战斗方块剧场 | 我的英雄学院03
2016-10-09,2016,心灵砒霜 | 新家 | JOJO28
2016-10-10,2016,吐槽联通 | Lisa:The painful | 潮与虎03
2016-10-11,2016,聊搬家 | Lisa:The painful
2016-10-12,2016,Lisa:The painful
2016-10-13,2016,索尼VR发布会
2016-10-14,2016,仙剑奇侠传3D回合 | Lisa:The painful
2016-10-16,2016,姐弟心灵砒霜 | JOJO29
2016-10-17,2016,Lisa:The painful
2016-10-20,2016,划水半小时 | 直播染头发
2016-10-21,2016,生锈小湖Rusty Lake新章roots
2016-10-23,2016,心灵砒霜 | JOJO30
2016-10-24,2016,橙光游戏-后宫三千人
2016-10-25,2016,微博V影响力峰会
2016-10-26,2016,VR体验
2016-10-27,2016,橙光游戏-后宫三千人
2016-10-28,2016,百战天虫配音 | 橙光游戏-后宫三千人
2016-10-30,2016,姐弟心灵砒霜 | JOJO31
2016-11-06,2016,心灵砒霜 | JOJO32
2016-11-07,2016,手动的塞缪尔Manual Samuel | 几何冲刺11关 | 潮与虎04
2016-11-08,2016,我的电台Inside my radio | 姐弟连线雪人兄弟
2016-11-09,2016,姐弟松鼠大战1/2
2016-11-11,2016,姐弟战斗方块剧场
2016-11-12,2016,第二届贴吧歌会
2016-11-13,2016,心灵砒霜
2016-11-14,2016,英语教学 | JOJO33
2016-11-15,2016,看视频，聊天 | 姐弟连线百战天虫
2016-11-16,2016,聊天 | 大厦管理者Project Highrise | 潮与虎05
2016-11-17,2016,婚姻讨论 | 节奏天国
2016-11-18,2016,看视频，咱爸被封 | 这是警察This Is the Police
2016-11-19,2016,修电脑 | forza地平线3
2016-11-20,2016,心灵砒霜 | JOJO34
2016-11-21,2016,黑魂3DLC
2016-11-22,2016,黑魂3DLC | 影之刃2音乐会
2016-11-23,2016,黑魂3DLC | 集换英雄HEX
2016-11-24,2016,黑魂3DLC决战小姐姐
2016-11-25,2016,黑魂3DLC
2016-11-26,2016,姐弟战斗方块剧场 | 小姐姐降临
2016-11-27,2016,姐弟心灵砒霜 | JOJO35
2016-11-29,2016,京都游
2016-11-30,2016,京都游
2016-12-03,2016,王府井活动
2016-12-04,2016,心灵砒霜 | JOJO36
2016-12-05,2016,最终幻想15
2016-12-07,2016,最后的守护者
2016-12-08,2016,最后的守护者
2016-12-09,2016,最后的守护者
2016-12-10,2016,背古诗词 | 姐弟玩overcooked煮糊了 | 小姐姐指导健身
2016-12-11,2016,ZZ故事 | 姐弟心灵砒霜 | JOJO37
2016-12-12,2016,直播吃饭 | 大舅开箱 | 零号事件Event[0]
2016-12-14,2016,猴山一日游 | 打遍猴山无敌手
2016-12-15,2016,看视频 | 游戏Lisa：The Joyful
2016-12-16,2016,微软新品体验会
2016-12-17,2016,唱歌聊天 | 姐弟连线战斗方块剧场 | 小姐姐指导健身
2016-12-19,2016,心灵砒霜 | JOJO38
2016-12-21,2016,翻看旧视频，聊天 | 魔兽RPG 金字塔大逃亡 | 痛苦的聚会
2016-12-23,2016,聊天拆快递 | 猫头鹰男孩Owlboy
2016-12-24,2016,我的世界圣诞建筑大赛
2016-12-25,2016,心灵砒霜 | JOJO39
2016-12-27,2016,猫头鹰男孩Owlboy
2016-12-28,2016,猫头鹰男孩Owlboy | 小姐姐指导健身
2016-12-30,2016,拆快递 | 猫头鹰男孩Owlboy | 聊天看视频
2016-12-31,2016,聊天
2017-01-01,2017,七号、DC、西卡、李主任、壮壮联机LOL | 银魂001
2017-01-02,2017,心灵砒霜225 | 银魂002 | 邮件27
2017-01-03,2017,橙光游戏：盛世天下之媚娘篇 | 银魂003
2017-01-04,2017,橙光游戏：盛世天下之媚娘篇 | 银魂004
2017-01-05,2017,休息
2017-01-06,2017,请假
2017-01-07,2017,七号、李主任、壮壮联机LOL
2017-01-08,2017,到上海参加UCG2016年度大赏
2017-01-09,2017,休息
2017-01-10,2017,做饭吃饭聊天98 | 黑魂3二周目 | 银魂005
2017-01-11,2017,聊天 | 银魂006
2017-01-12,2017,壮壮、七号LOL | 黑魂3二周目 | 银魂007
2017-01-13,2017,A站年会
2017-01-14,2017,返校 | 银魂008
2017-01-15,2017,心灵砒霜223 | 银魂009 | 邮件33
2017-01-16,2017,Move or Die
2017-01-17,2017,战斗方块剧场 | 银魂010
2017-01-18,2017,姐弟几何冲刺 | 王权Reigns | 银魂011 | Ethan Carter
2017-01-19,2017,休息
2017-01-20,2017,周年彩排——唱歌 | 银魂012 | 最长的电影 | 解脱 | 想太多
2017-01-21,2017,两周年 | 壮壮LOL | 银魂013
2017-01-22,2017,心灵砒霜177 | 24封 | 银魂014
2017-01-23,2017,春节休假
2017-01-24,2017,春节休假
2017-01-25,2017,老家初次直播
2017-01-26,2017,深夜开播58分钟 | 维尼噗1/2 | 直播可乐鸡翅 | 羊肉丸子汤
2017-01-27,2017,年三十聊天
2017-01-28,2017,初一走亲戚
2017-01-29,2017,家暴现场
2017-01-30,2017,吃
2017-01-31,2017,饭
2017-02-01,2017,睡
2017-02-02,2017,觉
2017-02-03,2017,打豆豆
2017-02-04,2017,聊天
2017-02-05,2017,游宁城大明塔
2017-02-06,2017,科目二 | 二重奏Duet
2017-02-07,2017,
2017-02-08,2017,黑魂PVP | 小猫钓鱼 Cat Goes Fishing | 银魂015
2017-02-09,2017,小猫钓鱼 Cat Goes Fishing | 心灵砒霜 | 邮件25
2017-02-10,2017,小猫钓鱼 Cat Goes Fishing
2017-02-11,2017,小猫钓鱼 Cat Goes Fishing
2017-02-12,2017,
2017-02-13,2017,练车81 | 逛街38
2017-02-14,2017,练车53+122 | 练车170
2017-02-15,2017,科目二87 | 波折42
2017-02-16,2017,几何冲刺382
2017-02-17,2017,凌晨KALIMBA试玩、玩两把几何冲刺58 | 几何冲刺11通关
2017-02-18,2017,Kalimba | 伊森卡特的消失 The Vanishing of Ethan Carter | 银魂016
2017-02-19,2017,请假
2017-02-20,2017,不要停！八分音符酱 | 心灵砒霜252 | 41封 | 银魂017
2017-02-21,2017,逛A站67+98赶飞机
2017-02-22,2017,采访法鲨52 | 聊天57
2017-02-23,2017,直播剪发
2017-02-24,2017,收拾行李准备去朝鲜
2017-02-25,2017,朝鲜
2017-02-26,2017,朝鲜
2017-02-27,2017,朝鲜
2017-02-28,2017,朝鲜见闻录
2017-03-01,2017,朝鲜照片展 | 伊森卡特的消失 The Vanishing of Ethan Carter
2017-03-02,2017,休息
2017-03-03,2017,隐藏的人 Hidden Folks | 银魂018
2017-03-04,2017,姐弟热血物语：地下世界 River City Ransom: Underground | 银魂019
2017-03-05,2017,心灵砒霜181 | 银魂020 | 邮件26
2017-03-06,2017,起小点采访
2017-03-07,2017,塞尔达传说：荒野之息 | 直播做饭
2017-03-08,2017,LA
2017-03-09,2017,LA
2017-03-10,2017,LA
2017-03-11,2017,LA
2017-03-12,2017,LA
2017-03-13,2017,塞尔达传说：荒野之息 | 晚上开播
2017-03-14,2017,塞尔达传说：荒野之息299 | 晚上也播135
2017-03-15,2017,塞尔达传说：荒野之息364 | 晚上聊天119
2017-03-16,2017,和七号、壮壮联机LOL | 塞尔达传说：荒野之息
2017-03-17,2017,塞尔达传说：荒野之息
2017-03-18,2017,塞尔达传说：荒野之息 | 人马克星壮壮
2017-03-19,2017,姐弟玩NS游戏 1-2SWITCH
2017-03-20,2017,索尼两周年上海站
2017-03-21,2017,颜值区聊天
2017-03-22,2017,心灵砒霜154 | 13封 | 索尼两周年北京站 | 126.0
2017-03-23,2017,
2017-03-24,2017,生锈小湖新章Cave | 塞尔达传说：荒野之息
2017-03-25,2017,健身78 | 塞尔达传说：荒野之息 | 257.0
2017-03-26,2017,心灵砒霜185 | 15封 | 银魂021
2017-03-27,2017,
2017-03-28,2017,
2017-03-29,2017,黑魂3DLC
2017-03-30,2017,黑魂3DLC
2017-03-31,2017,
2017-04-01,2017,剪剪世界Snipperclip | 姐弟玩NS游戏 1-2SWITCH
2017-04-02,2017,噗呦噗呦 Tetris | 姐弟玩NS游戏 1-2SWITCH | 塞尔达传说：荒野之息
2017-04-03,2017,塞尔达传说：荒野之息 | 渣哥教学打人马
2017-04-04,2017,姐弟玩NS游戏 1-2SWITCH | 超级炸弹人R Super Bomberman R | 塞尔达传说：荒野之息 | 渣哥教学打人马
2017-04-05,2017,塞尔达传说：荒野之息
2017-04-06,2017,心灵砒霜275 | 冒险岛2 | 28封
2017-04-07,2017,
2017-04-08,2017,
2017-04-09,2017,
2017-04-10,2017,塞尔达传说：荒野之息
2017-04-11,2017,塞尔达传说：荒野之息
2017-04-12,2017,血源
2017-04-13,2017,
2017-04-14,2017,盛世天下～女帝篇
2017-04-15,2017,K歌 | 盛世天下～女帝篇 | 狼人杀
2017-04-16,2017,唱歌、砒霜穿插唱歌 | 心灵砒霜180 | 邮件10 | 盛世天下～女帝篇
2017-04-17,2017,TGP 星露谷物语
2017-04-18,2017,噗哟噗哟俄罗斯方块PuyoPuyoTetris | 神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap
2017-04-19,2017,姐弟玩NS游戏 1-2SWITCH | 神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap
2017-04-20,2017,
2017-04-21,2017,神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap | 唱歌解脱
2017-04-22,2017,
2017-04-23,2017,心灵砒霜 | 15封 | 唱歌
2017-04-24,2017,剪剪世界Snipperclip | 唱歌
2017-04-25,2017,日
2017-04-26,2017,本
2017-04-27,2017,旅
2017-04-28,2017,游
2017-04-29,2017,泡
2017-04-30,2017,温
2017-05-01,2017,泉
2017-05-02,2017,聊天吃饭玩威震天
2017-05-03,2017,猜谜游戏
2017-05-04,2017,聊天
2017-05-05,2017,马里奥赛车8
2017-05-06,2017,小小噩梦Little Nightmares
2017-05-07,2017,心灵砒霜194 | 26封 | 银魂22
2017-05-08,2017,
2017-05-09,2017,汐
2017-05-10,2017,毛毡手工课 | 嘟子小姐姐
2017-05-11,2017,
2017-05-12,2017,艾迪芬奇的记忆What Remains of Edith Finch | 有顶天家族01
2017-05-13,2017,终点站Final Station | 有顶天家族02
2017-05-14,2017,心灵砒霜188 | 有顶天家族03 | 14封
2017-05-15,2017,终点站Final Station | 有顶天家族04
2017-05-16,2017,终点站Final Station DLC：The Only Traitor | 有顶天家族05/06 | 唱歌
2017-05-17,2017,死亡细胞DeadCells | 有顶天家族07
2017-05-18,2017,
2017-05-19,2017,死亡细胞DeadCells | 有顶天家族08
2017-05-20,2017,机核网七周年
2017-05-21,2017,心灵砒霜231 | 有顶天家族09 | 21封
2017-05-22,2017,缺氧Oxygen not included
2017-05-23,2017,缺氧Oxygen not included | 有顶天家族10/11
2017-05-24,2017,见证者The Witness | 有顶天家族12
2017-05-25,2017,参加共青团“我的青春我的梦”讲座演讲
2017-05-26,2017,
2017-05-27,2017,
2017-05-28,2017,斗鱼武汉嘉年华
2017-05-29,2017,斗鱼武汉嘉年华
2017-05-30,2017,
2017-05-31,2017,
2017-06-01,2017,见证者The Witness
2017-06-02,2017,见证者The Witness
2017-06-03,2017,见证者The Witness 537 | 过12点
2017-06-04,2017,心灵砒霜 | 唱歌 | 15封
2017-06-05,2017,姐弟玩NS游戏 1-2SWITCH、PuyoPuyo Tetris | 2017中国非物质文化遗产服饰秀77
2017-06-06,2017,大周国庆 | 唱歌
2017-06-07,2017,
