tid,created_cst,reply_count,title,bearing,url
4091924452,2015-10-09 19:35,0,【黑黑试玩】《脱逃者行尸走肉》依然被囚困，人生总是如此相似！,,https://tieba.baidu.com/p/4091924452
4094371928,2015-10-10 23:54,21,同样一顶帽子。。。,,https://tieba.baidu.com/p/4094371928
4095563861,2015-10-11 17:28,7,求66教我们学的几句英文！！！,,https://tieba.baidu.com/p/4095563861
4096015631,2015-10-11 21:39,7,偶然发现66,,https://tieba.baidu.com/p/4096015631
4096382503,2015-10-12 01:05,0,受不鸟了666666666666666,,https://tieba.baidu.com/p/4096382503
4096988115,2015-10-12 12:49,3,有人有66直播录像的链接么？,,https://tieba.baidu.com/p/4096988115
4097554816,2015-10-12 18:19,8,你之恋与真实之恋 这个游戏是谁给女流的呀,,https://tieba.baidu.com/p/4097554816
4099568849,2015-10-13 19:51,9,请问吧里有大神是录直播录像的么？,,https://tieba.baidu.com/p/4099568849
4099985700,2015-10-13 23:28,5,【十月歌会】现在只有五位吧友投稿！,,https://tieba.baidu.com/p/4099985700
4100629007,2015-10-14 11:57,7,66前几天玩的一款游戏经营游戏是什么？求告知,,https://tieba.baidu.com/p/4100629007
4101626027,2015-10-14 21:38,1,谁有女流直播MC时所有东西都做完的录像,,https://tieba.baidu.com/p/4101626027
4102557095,2015-10-15 12:27,6,66今天直播吗?,,https://tieba.baidu.com/p/4102557095
4105666201,2015-10-16 23:56,23,66有男友了么,,https://tieba.baidu.com/p/4105666201
4106920135,2015-10-17 17:52,1,今天不播吗？,,https://tieba.baidu.com/p/4106920135
4107764088,2015-10-18 00:56,2,有人知道女流用的什么剪辑软件和录音软件么？,,https://tieba.baidu.com/p/4107764088
4110696533,2015-10-19 16:19,3,今天不直播吗？,,https://tieba.baidu.com/p/4110696533
4111524293,2015-10-19 23:51,7,- - 刚才直播看到，有点像66 吧？,,https://tieba.baidu.com/p/4111524293
4112417027,2015-10-20 14:26,1,右下角的女流B站连接错了吧,,https://tieba.baidu.com/p/4112417027
4112517598,2015-10-20 15:22,3,女流还是脸皮太薄啊！,,https://tieba.baidu.com/p/4112517598
4113432416,2015-10-20 23:51,0,女流有次播过的学英语的游戏的名字,,https://tieba.baidu.com/p/4113432416
4114511269,2015-10-21 16:17,2,66好呆萌。。果然女生玩游戏都是这么菜吗,,https://tieba.baidu.com/p/4114511269
4114807887,2015-10-21 19:16,11,七点一刻了还在直播啊,佐证 2015-10-21,https://tieba.baidu.com/p/4114807887
4117197591,2015-10-22 23:44,52,"【女流亚洲研究中心】小弟不才, 建了个66导航站.....",,https://tieba.baidu.com/p/4117197591
4118453167,2015-10-23 18:08,13,会不会被封~,,https://tieba.baidu.com/p/4118453167
4118791119,2015-10-23 21:22,0,求66昨天直播MC的光影shader版本,佐证 2015-10-22,https://tieba.baidu.com/p/4118791119
4119214805,2015-10-24 01:33,0,灵魂魔术师Soulcaster,,https://tieba.baidu.com/p/4119214805
4122051540,2015-10-25 15:49,5,女流新名言：,,https://tieba.baidu.com/p/4122051540
4122202341,2015-10-25 17:12,4,听说里面有照片？！,,https://tieba.baidu.com/p/4122202341
4122281809,2015-10-25 17:57,4,求今日bgm,,https://tieba.baidu.com/p/4122281809
4124027995,2015-10-26 16:27,54,这下不会被封了吧！！,,https://tieba.baidu.com/p/4124027995
4124200084,2015-10-26 18:07,0,【黑黑试玩】《蘑菇11》一坨绿翔，黑哥竟然玩得不亦乐乎,,https://tieba.baidu.com/p/4124200084
4124465759,2015-10-26 20:43,2,转贴:Minecraft二战之攻克柏林   UP主:章鱼哥干死羊杂,,https://tieba.baidu.com/p/4124465759
4125363047,2015-10-27 11:15,2,请出示文件这个游戏汉化补丁怎么搞？,,https://tieba.baidu.com/p/4125363047
4127914637,2015-10-28 18:38,2,谁建议女流大人做下南方公园的解说啊,,https://tieba.baidu.com/p/4127914637
4128058699,2015-10-28 20:00,5,问下有没有66 6月24号的直播录像？,,https://tieba.baidu.com/p/4128058699
4128150677,2015-10-28 20:47,15,这是宽版女流还是本尊？,,https://tieba.baidu.com/p/4128150677
4128251378,2015-10-28 21:40,17,希望能带话的带一句 很想玩到女流做出的游戏,,https://tieba.baidu.com/p/4128251378
4128276455,2015-10-28 21:53,15,路人转粉，已中了女流的毒.,,https://tieba.baidu.com/p/4128276455
4128700137,2015-10-29 06:39,13,微博上说女流要退直播了，谁知道怎么回事啊,,https://tieba.baidu.com/p/4128700137
4129300509,2015-10-29 13:57,6,弱弱的问下，66零食店里送的签名是66亲自签的吗？,,https://tieba.baidu.com/p/4129300509
4131338567,2015-10-30 16:15,4,求心灵砒霜的 bgm,,https://tieba.baidu.com/p/4131338567
4131457012,2015-10-30 17:25,1,illusion什么梗,,https://tieba.baidu.com/p/4131457012
4131469281,2015-10-30 17:33,1,她群号多少！,,https://tieba.baidu.com/p/4131469281
4133107861,2015-10-31 15:56,7,女流音乐求问,,https://tieba.baidu.com/p/4133107861
4134772112,2015-11-01 14:19,12,你们看我在微博上发现了什么,,https://tieba.baidu.com/p/4134772112
4135394267,2015-11-01 21:01,6,头发乌黑黑，两只眼睛看着谁，鼻子眼睛都很美，只是下巴有点垂,,https://tieba.baidu.com/p/4135394267
4136612973,2015-11-02 15:18,4,新人求30号心灵砒霜bgm，求好人解答,,https://tieba.baidu.com/p/4136612973
4137903923,2015-11-03 10:05,7,为什么人家是66的男神，而你不是？,,https://tieba.baidu.com/p/4137903923
4141705074,2015-11-05 10:17,3,昨天66女神直播说有个什么海淘APP？,佐证 2015-11-04,https://tieba.baidu.com/p/4141705074
4142387145,2015-11-05 16:39,14,66 的直播时间，有人知道么,佐证 2015-11-05,https://tieba.baidu.com/p/4142387145
4142466866,2015-11-05 17:24,13,女流mc直播的装修队好厉害！,佐证 2015-11-05,https://tieba.baidu.com/p/4142466866
4142541039,2015-11-05 18:08,5,早就看出来了,,https://tieba.baidu.com/p/4142541039
4144197616,2015-11-06 15:12,6,steam正式用人民币结算了 奇异人生降价了,,https://tieba.baidu.com/p/4144197616
4144789323,2015-11-06 20:47,15,"转贴:湘北vs山王,最后的反击 全彩版",,https://tieba.baidu.com/p/4144789323
4146092463,2015-11-07 14:31,15,【歌会】大家稍安勿躁，最近我的事情真的多,,https://tieba.baidu.com/p/4146092463
4146733732,2015-11-07 20:40,16,最近贴吧弄了个吧广播，我试试看，审核过了就能玩了,,https://tieba.baidu.com/p/4146733732
4148481975,2015-11-08 19:14,4,微博上有一个跟女流类似的女生做小游戏视频,,https://tieba.baidu.com/p/4148481975
4149772271,2015-11-09 13:22,3,我来证明女流说的情况不是段子,,https://tieba.baidu.com/p/4149772271
4150435459,2015-11-09 19:53,8,话说女流竟然开始做直播了？难道转型了？,,https://tieba.baidu.com/p/4150435459
4150446538,2015-11-09 19:59,8,自己看。,,https://tieba.baidu.com/p/4150446538
4151486082,2015-11-10 11:33,4,双十一的大礼包送不送签名照啊？,,https://tieba.baidu.com/p/4151486082
4151696325,2015-11-10 13:42,0,求女流直播wii里的节奏天国的视频地址,,https://tieba.baidu.com/p/4151696325
4152167972,2015-11-10 18:13,210,我想要66录的 起床铃声,,https://tieba.baidu.com/p/4152167972
4152484073,2015-11-10 21:10,21,[游戏推荐]三位一体,,https://tieba.baidu.com/p/4152484073
4153248856,2015-11-11 10:09,29,双十一买了66零食包的来留名,佐证 2015-11-11,https://tieba.baidu.com/p/4153248856
4154001706,2015-11-11 17:46,12,女流咋的啦,,https://tieba.baidu.com/p/4154001706
4154031653,2015-11-11 18:06,7,求各位大兄弟告知66下岗是怎么回事..,佐证 2015-11-11,https://tieba.baidu.com/p/4154031653
4156981897,2015-11-13 10:36,5,发个帖子问一下,,https://tieba.baidu.com/p/4156981897
4159916436,2015-11-14 21:18,16,湖边小屋，湖怪惊魂，湖岸惊魂都是它，谈一下.,,https://tieba.baidu.com/p/4159916436
4160364544,2015-11-15 01:51,2,拜托了，大家，我想知道女流解说的传送门结局最后那个BGM是什么,,https://tieba.baidu.com/p/4160364544
4161836144,2015-11-15 22:07,6,直播录像好是好 就是没有弹幕了 真的很可惜！,佐证 2015-11-15,https://tieba.baidu.com/p/4161836144
4163347359,2015-11-16 18:45,4,溜溜扣扣群多少？,,https://tieba.baidu.com/p/4163347359
4163411646,2015-11-16 19:25,8,电脑一卡，于是就有了这张图,,https://tieba.baidu.com/p/4163411646
4163443948,2015-11-16 19:44,5,我是来求夜空中最亮的星说唱来的.~,,https://tieba.baidu.com/p/4163443948
4163473206,2015-11-16 20:01,0,谁有今天直播的！给女流歌曲,,https://tieba.baidu.com/p/4163473206
4163497613,2015-11-16 20:15,40,【歌会大成功】可喜可贺！可喜可贺！歌曲在网盘,佐证 2015-11-16,https://tieba.baidu.com/p/4163497613
4163652292,2015-11-16 21:39,3,"大家好,我想问一下大家能看昨天（11.15）的心急砒霜吗？",,https://tieba.baidu.com/p/4163652292
4164199282,2015-11-17 08:23,4,问下。。英文词组 get laid 后面接啥？是什么意思来着？,,https://tieba.baidu.com/p/4164199282
4165169651,2015-11-17 18:08,9,求大神找歌友会《香格里拉》这首歌的伴唱！！跪谢！！,,https://tieba.baidu.com/p/4165169651
4165429248,2015-11-17 20:40,1,求一下女流直播的曲包，或者告诉,,https://tieba.baidu.com/p/4165429248
4166962971,2015-11-18 16:48,2,求女流同款兔八哥帽~,,https://tieba.baidu.com/p/4166962971
4167634252,2015-11-18 23:08,4,部落冲突 老玩家回归了 期待你的加入,,https://tieba.baidu.com/p/4167634252
4169305326,2015-11-19 21:23,24,【】美腿女流66,,https://tieba.baidu.com/p/4169305326
4172188003,2015-11-21 13:21,3,今天66还直播吗？,,https://tieba.baidu.com/p/4172188003
4173934164,2015-11-22 11:24,5,女流今天不直播，我感觉我要死,,https://tieba.baidu.com/p/4173934164
4174179187,2015-11-22 13:54,1,哪位大神有心灵砒霜1115的录像啊？,,https://tieba.baidu.com/p/4174179187
4174202225,2015-11-22 14:08,1,机智的电信预感到 会炸鱼 所以今天不装宽带了,,https://tieba.baidu.com/p/4174202225
4174655230,2015-11-22 18:56,10,自从看了女流的直播，我得了不治之症,,https://tieba.baidu.com/p/4174655230
4176258207,2015-11-23 16:34,10,谁要女流的起床铃声？,,https://tieba.baidu.com/p/4176258207
4180078011,2015-11-25 18:02,4,新人求问！66第一次露脸是什么时候！谢谢！,,https://tieba.baidu.com/p/4180078011
4181933398,2015-11-26 18:59,2,女流微博发的书,,https://tieba.baidu.com/p/4181933398
4183395341,2015-11-27 15:54,10,这是女流吗,,https://tieba.baidu.com/p/4183395341
4183711367,2015-11-27 19:18,1,直播录像现在在哪？,,https://tieba.baidu.com/p/4183711367
4186775766,2015-11-29 15:17,0,今天还直播吗,,https://tieba.baidu.com/p/4186775766
4186930447,2015-11-29 16:58,1,什么时候再搞第二次歌友会啊？,,https://tieba.baidu.com/p/4186930447
4187753733,2015-11-30 02:02,2,【VOCALOID每周谈】 【这是一个要炸了的人的垂死挣扎】,,https://tieba.baidu.com/p/4187753733
4187926322,2015-11-30 09:09,2,直播搬家已经不能下载,,https://tieba.baidu.com/p/4187926322
4189472686,2015-12-01 00:23,27,女王新节目！！【中国游戏报道】,,https://tieba.baidu.com/p/4189472686
4190113693,2015-12-01 12:53,2,昨晚女流下直播前放的背景音乐是啥？,佐证 2015-11-30,https://tieba.baidu.com/p/4190113693
4193508725,2015-12-03 10:27,1,谁知道女流看的一本叫做正向能量的书是哪个版本的,,https://tieba.baidu.com/p/4193508725
4194661273,2015-12-03 21:47,0,今天660播的3ds的那首歌怎么搜到？,佐证 2015-12-03,https://tieba.baidu.com/p/4194661273
4196710155,2015-12-05 00:15,21,女流的新家，她是租了一整套还是一间房子啊？,,https://tieba.baidu.com/p/4196710155
4199390487,2015-12-06 15:54,0,【解决压图问题】【估计还是没人看的第二期_(:3」∠)_】,,https://tieba.baidu.com/p/4199390487
4199427759,2015-12-06 16:18,0,男装推荐环节,,https://tieba.baidu.com/p/4199427759
4199663508,2015-12-06 18:55,3,新人求教！！,,https://tieba.baidu.com/p/4199663508
4202216129,2015-12-08 08:30,7,各位吧友，66昨天播的是啥游戏,佐证 2015-12-07,https://tieba.baidu.com/p/4202216129
4203556400,2015-12-08 22:17,2,求女流玩过的一个游戏名字,,https://tieba.baidu.com/p/4203556400
4203561035,2015-12-08 22:19,1,哪里能看直播录像？,,https://tieba.baidu.com/p/4203561035
4204504602,2015-12-09 13:54,0,【主机游戏】女流节奏天国精彩过关精选   跟着节奏一起嗨起来！,,https://tieba.baidu.com/p/4204504602
4206045733,2015-12-10 10:31,2,节奏天国能在电脑上要吗,,https://tieba.baidu.com/p/4206045733
4206208911,2015-12-10 12:04,7,记得几年前，人们满世界找女流照片,,https://tieba.baidu.com/p/4206208911
4206573097,2015-12-10 15:46,2,问个问题哈，女流在完美世界是干什么的啊？,,https://tieba.baidu.com/p/4206573097
4206924446,2015-12-10 19:20,0,《节奏天国》女流经常被NPC鄙视的关卡的歌曲现场实况,,https://tieba.baidu.com/p/4206924446
4206968881,2015-12-10 19:47,1,gta5美好的一天,,https://tieba.baidu.com/p/4206968881
4208144004,2015-12-11 13:29,7,6688游故宫,,https://tieba.baidu.com/p/4208144004
4208485284,2015-12-11 16:56,11,【录像】20151211 女流发姐逛故宫（弹幕版）,佐证 2015-12-11,https://tieba.baidu.com/p/4208485284
4209098751,2015-12-11 23:03,8,请老司机帮我解疑一下！谢谢！,,https://tieba.baidu.com/p/4209098751
4209359110,2015-12-12 03:43,2,请问，是在B站解说过 光之子 全程攻略向游戏视频的 女流吗？,,https://tieba.baidu.com/p/4209359110
4210028454,2015-12-12 15:17,1,强行打广告,,https://tieba.baidu.com/p/4210028454
4210213879,2015-12-12 17:15,8,女流的儿子像小桀,,https://tieba.baidu.com/p/4210213879
4213428841,2015-12-14 14:22,7,女流大战朝阳区导游,,https://tieba.baidu.com/p/4213428841
4213905946,2015-12-14 19:18,17,女流画像……漂不漂亮,,https://tieba.baidu.com/p/4213905946
4214823611,2015-12-15 10:29,7,66FF 小剧场,,https://tieba.baidu.com/p/4214823611
4214892776,2015-12-15 11:09,13,女流今天会在直播中说地址。,佐证 2015-12-15,https://tieba.baidu.com/p/4214892776
4214932396,2015-12-15 11:32,9,发发、女流百合大电影预告片2.0（本预告片由红白0成本制作）,,https://tieba.baidu.com/p/4214932396
4216679818,2015-12-16 11:31,6,水一贴。女流读书哪家强,,https://tieba.baidu.com/p/4216679818
4217348885,2015-12-16 18:31,10,羊总去哪了,,https://tieba.baidu.com/p/4217348885
4217977442,2015-12-17 00:33,9,求一个能看ass弹幕文件的播放器,,https://tieba.baidu.com/p/4217977442
4218921743,2015-12-17 16:35,8,今天直播的封面,佐证 2015-12-17,https://tieba.baidu.com/p/4218921743
4219084302,2015-12-17 18:20,2,66是用什么游戏机玩的节奏天国啊？TB有卖吗？,,https://tieba.baidu.com/p/4219084302
4219368821,2015-12-17 21:14,6,。。,,https://tieba.baidu.com/p/4219368821
4219372923,2015-12-17 21:16,6,发生了什么事？,佐证 2015-12-17,https://tieba.baidu.com/p/4219372923
4219418094,2015-12-17 21:41,7,无敌- -黑屏火箭队,,https://tieba.baidu.com/p/4219418094
4219437685,2015-12-17 21:52,12,这是七叔送的火箭？,,https://tieba.baidu.com/p/4219437685
4220759570,2015-12-18 18:05,1,女流玩过的 一个制作游戏的游戏 什么和什么搭配什么的  求名字,,https://tieba.baidu.com/p/4220759570
4222245206,2015-12-19 16:19,3,66直播吐舌头 好可爱,佐证 2015-12-19,https://tieba.baidu.com/p/4222245206
4222260352,2015-12-19 16:29,14,四六级不考 没关系吗？,,https://tieba.baidu.com/p/4222260352
4222594291,2015-12-19 20:02,7,66说的电台节目在哪啊,,https://tieba.baidu.com/p/4222594291
4222823059,2015-12-19 22:09,10,小剧场 污还是你会污,,https://tieba.baidu.com/p/4222823059
4224270354,2015-12-20 19:20,6,都来看下 给66刷上去,,https://tieba.baidu.com/p/4224270354
4228124688,2015-12-22 22:04,4,有没有哪位大兄弟告诉一下啊,佐证 2015-12-22,https://tieba.baidu.com/p/4228124688
4228747342,2015-12-23 10:29,2,分享最新最特别的小游戏,,https://tieba.baidu.com/p/4228747342
4231316269,2015-12-24 18:12,18,【平安夜&圣诞节】女流吧的各位节日快乐！！,,https://tieba.baidu.com/p/4231316269
4233178491,2015-12-25 20:01,19,求女流今天直播的女生旋律BGM,佐证 2015-12-25,https://tieba.baidu.com/p/4233178491
4234180028,2015-12-26 12:44,6,哪有女流昨天直播模仿各个主播的录像,佐证 2015-12-25,https://tieba.baidu.com/p/4234180028
4234977282,2015-12-26 21:12,48,有没有人想过这个问题，女流不小了，还能直播多久,,https://tieba.baidu.com/p/4234977282
4236003431,2015-12-27 13:50,5,头发乌黑黑，,,https://tieba.baidu.com/p/4236003431
4237991229,2015-12-28 16:51,212,女流。。我爱你。。别删我贴。。,,https://tieba.baidu.com/p/4237991229
4242870890,2015-12-31 14:30,9,女流老师教你治疗脊椎病,,https://tieba.baidu.com/p/4242870890
4243691019,2015-12-31 23:11,1,66的感冒好了吗,,https://tieba.baidu.com/p/4243691019
4341245430,(later),,问一哈，女流去年4月份不是直播过赤途了吗？,（2016 帖）潜伏之赤途 2015-04-10/13,https://tieba.baidu.com/p/4341245430
5417340368,(later),,《求助》谁有66第一次播潜伏之赤途大结局时的录像,（2017 帖）赤途大结局 2015-04-15,https://tieba.baidu.com/p/5417340368
4313298005,(later),,【女流斗鱼直播一周年】有话对女流说,（2016 帖）直播一周年,https://tieba.baidu.com/p/4313298005
5812166893,(later),,求66之前玩过的一款游戏，忘记名字了。,（2018 帖）与 zard 合玩 Starbound,https://tieba.baidu.com/p/5812166893
