account,bvid,live_date,capture_window,title,pubdate,parts,duration_min,disposition,entries,note
bili-fan-kassytan,BV1NG4y127be,2023-01-04,2023-01-04 15:11→2023-01-04 22:19,女流66直播录像2023-01-04,2023-01-04 23:57,16,427,source-existing,2023-01-04-live-01,
bili-fan-kassytan,BV1PP411F7Tq,2023-01-07,2023-01-07 15:11→2023-01-07 19:13,女流66直播录像2023-01-07,2023-01-07 20:22,8,242,already-attached,2023-01-07-live-01,本轮之前已挂
bili-fan-kassytan,BV1CD4y1V7nK,2023-01-08,2023-01-08 15:11→2023-01-08 19:07,女流66直播录像2023-01-08,2023-01-08 20:13,7,236,already-attached,2023-01-08-live-01,本轮之前已挂
bili-fan-kassytan,BV11Y411C7Vt,2023-01-09,2023-01-09 15:06→2023-01-09 19:29,女流66直播录像2023-01-09,2023-01-09 21:15,8,262,source-existing,2023-01-09-live-01,
bili-fan-kassytan,BV1N84y1Y7pk,2023-01-10,2023-01-10 15:06→2023-01-10 19:43,女流66直播录像2023-01-10,2023-01-10 21:16,9,272,source-existing,2023-01-10-live-01,
bili-fan-kassytan,BV1y14y1u7K8,2023-01-11,2023-01-11 15:11→2023-01-11 20:10,女流66直播录像2023-01-11,2023-01-11 21:09,9,299,source-existing,2023-01-11-live-01|2023-01-11-live-02,整场录像跨越本日多个条目，本条目对应其中一段：2023-01-11-live-01、2023-01-11-live-02。
bili-fan-kassytan,BV1NA411f7QV,2023-01-12,2023-01-12 15:06→2023-01-12 20:23,女流66直播录像2023-01-12,2023-01-12 22:01,10,317,source-existing,2023-01-12-live-01,
bili-fan-kassytan,BV1KT411m78g,2023-01-14,2023-01-14 15:16→2023-01-14 19:26,女流66直播录像2023-01-14,2023-01-14 20:36,8,250,source-existing,2023-01-14-live-01,
bili-fan-kassytan,BV11K411C74q,2023-01-15,2023-01-15 15:11→2023-01-15 20:37,女流66直播录像2023-01-15,2023-01-15 21:52,10,324,source-existing,2023-01-15-live-01,
bili-fan-kassytan,BV1KP4y1C7Dp,2023-01-16,2023-01-16 15:13→2023-01-16 19:27,女流66直播录像2023-01-16,2023-01-16 20:32,7,219,already-attached,2023-01-16-live-01,本轮之前已挂
bili-fan-kassytan,BV13x4y1u7Lx,2023-01-17,2023-01-17 15:08→2023-01-17 19:41,女流66直播录像2023-01-17,2023-01-17 20:52,8,272,source-existing,2023-01-17-live-01,
bili-fan-kassytan,BV1AP4y1r7Xy,2023-01-18,2023-01-18 15:03→2023-01-18 17:04,女流66直播录像2023-01-18,2023-01-18 18:38,4,121,source-existing,2023-01-18-live-01,
bili-fan-kassytan,BV1FP4y1r7Gi,2023-01-18,2023-01-18 17:28→2023-01-18 20:05,女流66直播录像2023-01-18,2023-01-18 21:38,5,157,source-existing,2023-01-18-live-01,
bili-fan-kassytan,BV1oY411Q77w,2023-01-19,2023-01-19 15:08→2023-01-19 19:52,女流66直播录像2023-01-19,2023-01-19 21:11,10,283,source-existing,2023-01-19-live-01,
bili-fan-kassytan,BV1BT41127de,2023-01-21,2023-01-21 15:13→2023-01-21 17:05,女流66直播录像2023-01-21,2023-01-21 17:47,4,112,source-existing,2023-01-21-live-01,
bili-fan-kassytan,BV17R4y1h7rq,2023-01-24,2023-01-24 15:23→2023-01-24 19:34,女流66直播录像2023-01-24,2023-01-24 20:27,8,250,already-attached,2023-01-24-live-01,本轮之前已挂
bili-fan-kassytan,BV1C8411373u,2023-01-27,2023-01-27 15:18→2023-01-27 20:12,女流66直播录像2023-01-27,2023-01-27 21:55,11,294,source-existing,2023-01-27-live-01,
bili-fan-kassytan,BV1wM4y197y5,2023-01-28,2023-01-28 15:08→2023-01-28 21:50,女流66直播录像2023-01-28,2023-01-28 23:52,14,401,source-existing,2023-01-28-live-01,
bili-fan-kassytan,BV1qM411i78G,2023-02-02,2023-02-02 15:09→2023-02-02 20:02,女流66直播录像2023-02-02,2023-02-02 21:25,10,293,source-existing,2023-02-02-live-01,
bili-fan-kassytan,BV1nD4y1T7z2,2023-02-04,2023-02-04 15:03→2023-02-04 19:44,女流66直播录像2023-02-04,2023-02-04 21:16,8,247,source-existing,2023-02-04-live-01,
bili-fan-kassytan,BV1Ay4y1Q7Vj,2023-02-07,2023-02-07 15:18→2023-02-07 20:36,女流66直播录像2023-02-07,2023-02-07 22:18,11,317,source-existing,2023-02-07-live-01,
bili-fan-zytau,BV1fY411q7Nd,2023-02-07,,2023-02-07-[女流66]-[女魔法师成长之路],2023-02-08 12:13,1,315,source-existing,2023-02-07-live-01,标题自带日期 2023-02-07，分P 无录制时刻。
bili-fan-zytau,BV1q84y1G7it,2023-02-08,,[2023-02-08][女流66][女魔法师成长之路day2],2023-02-09 06:36,3,382,source-existing,2023-02-08-live-01,标题自带日期 2023-02-08，分P 无录制时刻。
bili-fan-kassytan,BV1Re4y1A7jz,2023-02-09,2023-02-09 13:18→2023-02-09 20:22,女流66直播录像2023-02-09,2023-02-09 22:19,13,425,source-existing,2023-02-09-live-01,
bili-fan-zytau,BV13M411P7uD,2023-02-09,,[2023-02-09][女流66][女魔法师成长之路day3],2023-02-10 23:48,1,425,source-existing,2023-02-09-live-01,标题自带日期 2023-02-09，分P 无录制时刻。
bili-fan-kassytan,BV1hd4y1J7aQ,2023-02-10,2023-02-10 14:53→2023-02-10 20:57,女流66直播录像2023-02-10,2023-02-10 23:11,11,364,source-existing,2023-02-10-live-01,
bili-fan-zytau,BV1V84y1V7Q2,2023-02-10,2023-02-10 14:53→2023-02-10 20:58（文件名 +4h 已校正）,[2023-02-10_18-53-28][女流66]～［女魔法师成长之路day4],2023-02-11 08:25,1,364,source-existing,2023-02-10-live-01,文件名时刻比实际快 4 小时（同日 2023-02-14 片头与 KassyTan P1 音频恒定偏移对齐证实），实际与本条目同场。
bili-fan-kassytan,BV1Xj411P7je,2023-02-11,2023-02-11 13:38→2023-02-11 20:30,女流66直播录像2023-02-11,2023-02-11 22:36,13,412,source-existing,2023-02-11-live-01,
bili-fan-kassytan,BV1mj411P7Xi,2023-02-12,2023-02-12 15:06→2023-02-12 21:39,女流66直播录像2023-02-12,2023-02-12 23:39,13,393,source-existing,2023-02-12-live-01,
bili-fan-kassytan,BV1uA411z78Y,2023-02-13,2023-02-13 15:06→2023-02-13 21:15,女流66直播录像2023-02-13,2023-02-13 22:56,12,369,source-existing,2023-02-13-live-01,
bili-fan-zytau,BV19Y411i7Yb,2023-02-13,2023-02-13 20:14→2023-02-14 02:10,[2023-02-13_20-14-42][女流66][女魔法师成长之路day7],2023-02-14 07:18,1,356,duplicate-or-cross-midnight,2023-02-13-live-01,与 2023-02-13-live-01 同一场（15:06 场）：录制分段被按错误顺序拼接——本片前约 111 分钟是直播后段、之后才是开头（对秘密录像屋 BV1N14y1w7rY 音频线性对齐），文件名时刻 20:14 不代表开播；片头 12 分钟与 KassyTan P12 尾段台词逐句相同。顺序错乱，不挂
bili-fan-kassytan,BV1eR4y1B7X1,2023-02-14,2023-02-14 15:16→2023-02-14 20:31,女流66直播录像2023-02-14,2023-02-14 22:11,11,314,already-attached,2023-02-14-live-01,本轮之前已挂
bili-fan-zytau,BV1V14y1F7iq,2023-02-14,2023-02-14 15:19→2023-02-14 20:31（文件名 +4h 已校正）,[2023-02-14_19-19-37][女流66][情侣默契大挑战，外星人情人节福利来袭],2023-02-15 05:55,1,311,source-existing,2023-02-14-live-01,文件名时刻比实际快 4 小时（同日 2023-02-14 片头与 KassyTan P1 音频恒定偏移对齐证实），实际与本条目同场。
bili-fan-kassytan,BV15x4y157Yv,2023-02-16,2023-02-16 15:05→2023-02-16 21:12,【女流66】直播回放2023-02-16,2023-02-16 22:49,11,335,source-existing,2023-02-16-live-01,
bili-fan-kassytan,BV1SA411U7XL,2023-02-17,2023-02-17 19:25→2023-02-17 19:53,【女流66】直播回放2023-02-17,2023-02-17 20:34,1,27,partial-or-highlight,2023-02-17-live-01,02-17 仅 19:25—19:53 的 27 分钟孤立碎片；条目已有秘密录像屋全场
bili-fan-kassytan,BV1hT411D74n,2023-02-18,2023-02-18 15:16→2023-02-18 20:24,【女流66】直播回放2023-02-18,2023-02-18 22:06,10,308,source-existing,2023-02-18-live-01,
bili-fan-kassytan,BV1yy4y1Z74F,2023-02-19,2023-02-19 15:06→2023-02-19 21:42,【女流66】直播回放2023-02-19,2023-02-19 23:34,13,396,already-attached,2023-02-19-live-01,本轮之前已挂
bili-fan-kassytan,BV1Po4y1v7dQ,2023-02-20,2023-02-20 14:56→2023-02-20 19:22,【女流66】直播回放2023-02-20,2023-02-20 20:45,9,266,source-existing,2023-02-20-live-01,
